User ID,Location,Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Marketing Interaction,Pricing Plan,Incentive Participation,Engagement Rate,Energy Usage Reduction (%),Evening_Morning_Diff,High_Engagement
User_41,Loc_4,58.0,2.0,354.0,10.0,11.8,2.0,12.0,True,Flat Rate,True,0.4202496018075419,8.49807412481023,10.0,0
User_42,Loc_1,52.0,3.0,282.0,12.0,9.4,6.0,17.0,False,Dynamic Pricing,True,0.5621108826232295,16.275096859543094,11.0,1
User_43,Loc_4,69.0,2.0,115.0,33.0,3.8333333333333335,11.0,10.0,False,Dynamic Pricing,True,0.0058647278871613,19.72364279771908,-1.0,0
User_44,Loc_2,42.0,2.0,161.0,36.0,5.366666666666666,10.0,14.0,True,Dynamic Pricing,True,0.0785098684536098,10.830684722370489,4.0,0
User_45,Loc_2,43.0,2.0,468.0,49.0,15.6,0.0,18.0,False,Flat Rate,True,0.8812580677630116,22.6120722947112,18.0,1
User_46,Loc_1,28.0,1.0,257.0,45.0,8.566666666666666,5.0,0.0,False,Dynamic Pricing,False,0.0778789890912907,0.1670940834427714,-5.0,0
User_47,Loc_2,55.0,2.0,367.0,43.0,12.233333333333333,2.0,3.0,False,Dynamic Pricing,False,0.7068035962105051,3.3719809686807367,1.0,1
User_48,Loc_5,19.0,1.0,134.0,38.0,4.466666666666667,7.0,13.0,False,Flat Rate,True,0.9200381641090526,23.392048418065457,6.0,1
User_49,Loc_2,24.0,4.0,366.0,33.0,12.2,5.0,13.0,True,Flat Rate,False,0.2706836043017311,14.287751240745848,8.0,0
User_50,Loc_4,35.0,3.0,163.0,33.0,5.433333333333334,11.0,2.0,False,Dynamic Pricing,False,0.3704914370595142,18.332862053878323,-9.0,0
User_51,Loc_4,44.0,1.0,149.0,13.0,4.966666666666667,1.0,16.0,False,Dynamic Pricing,True,0.5689214058447163,19.725363380040847,15.0,1
User_52,Loc_4,51.0,4.0,354.0,12.0,11.8,5.0,2.0,True,Flat Rate,True,0.8817089696385847,21.13532177365194,-3.0,1
User_53,Loc_4,44.0,1.0,248.0,43.0,8.266666666666667,6.0,15.0,False,Flat Rate,True,0.9419055872604202,20.571033638185707,9.0,1
User_54,Loc_5,34.0,1.0,424.0,32.0,14.133333333333333,4.0,13.0,False,Flat Rate,False,0.7395632481112681,0.0256885105360282,9.0,1
User_55,Loc_3,60.0,3.0,403.0,32.0,13.433333333333334,2.0,19.0,False,Dynamic Pricing,True,0.086619760854694,9.61845669373611,17.0,0
User_56,Loc_1,61.0,5.0,375.0,14.0,12.5,3.0,12.0,False,Dynamic Pricing,False,0.6691541555348508,10.691090895120784,9.0,1
User_57,Loc_4,68.0,5.0,456.0,40.0,15.2,3.0,14.0,True,Dynamic Pricing,True,0.410303721872662,23.20583819626046,11.0,0
User_58,Loc_2,41.0,1.0,271.0,15.0,9.033333333333331,5.0,13.0,False,Flat Rate,False,0.4707009994910616,8.34896567792925,8.0,0
User_59,Loc_4,42.0,2.0,300.0,46.0,10.0,9.0,18.0,True,Dynamic Pricing,False,0.049148390345177,14.613580230567804,9.0,0
User_60,Loc_2,24.0,4.0,492.0,19.0,16.4,0.0,5.0,False,Flat Rate,True,0.1910621393463581,20.568018090324077,5.0,0
User_61,Loc_2,69.0,2.0,423.0,49.0,14.1,10.0,9.0,False,Dynamic Pricing,True,0.7905136075336477,13.190995916603978,-1.0,1
User_62,Loc_4,23.0,2.0,134.0,16.0,4.466666666666667,3.0,14.0,False,Flat Rate,False,0.4539588330478598,3.8403250193589766,11.0,0
User_63,Loc_5,41.0,1.0,315.0,48.0,10.5,9.0,19.0,True,Dynamic Pricing,False,0.3016622416311488,16.799964464878858,10.0,0
User_64,Loc_2,50.0,1.0,164.0,47.0,5.466666666666667,12.0,5.0,False,Dynamic Pricing,True,0.3840190739649581,23.527155242989277,-7.0,0
User_65,Loc_2,66.0,1.0,107.0,30.0,3.566666666666667,3.0,9.0,False,Flat Rate,True,0.8543995133256802,31.967671413020685,6.0,1
User_66,Loc_4,46.0,1.0,400.0,29.0,13.333333333333334,9.0,6.0,True,Flat Rate,False,0.7489990174049569,2.351144982418732,-3.0,1
User_67,Loc_2,60.0,5.0,442.0,12.0,14.733333333333333,0.0,16.0,True,Dynamic Pricing,True,0.2723153971810828,30.232864435642227,16.0,0
User_68,Loc_2,39.0,1.0,431.0,31.0,14.366666666666667,8.0,17.0,True,Flat Rate,False,0.1175018402123733,4.188134278998672,9.0,0
User_69,Loc_4,43.0,5.0,175.0,13.0,5.833333333333333,3.0,16.0,True,Flat Rate,True,0.2519982216440717,8.713298501777219,13.0,0
User_70,Loc_4,45.0,5.0,273.0,37.0,9.1,6.0,8.0,False,Dynamic Pricing,True,0.9207564510547336,30.153664117486223,2.0,1
User_71,Loc_1,67.0,1.0,146.0,21.0,4.866666666666666,11.0,9.0,False,Flat Rate,True,0.5815888378497553,17.175309703536794,-2.0,1
User_72,Loc_5,38.0,3.0,114.0,47.0,3.8,13.0,9.0,False,Dynamic Pricing,False,0.5334802087447829,13.360389050251198,-4.0,1
User_73,Loc_5,66.0,4.0,460.0,45.0,15.333333333333334,2.0,6.0,False,Dynamic Pricing,True,0.5963935996924615,15.675177747447844,4.0,1
User_74,Loc_2,24.0,2.0,246.0,14.0,8.2,9.0,15.0,True,Flat Rate,False,0.3660282657465152,11.604570643982834,6.0,0
User_75,Loc_5,34.0,5.0,125.0,22.0,4.166666666666667,11.0,17.0,False,Flat Rate,True,0.8071070203195128,24.6275482109398,6.0,1
User_76,Loc_2,37.0,4.0,407.0,32.0,13.566666666666666,2.0,5.0,False,Dynamic Pricing,False,0.5232862493002498,6.403623348568772,3.0,1
User_77,Loc_1,58.0,3.0,192.0,39.0,6.4,13.0,19.0,False,Dynamic Pricing,False,0.1167479027687955,13.405079520887185,6.0,0
User_78,Loc_4,66.0,2.0,331.0,46.0,11.033333333333331,7.0,0.0,False,Dynamic Pricing,True,0.1290651248290629,15.632719816465611,-7.0,0
User_79,Loc_4,37.0,2.0,120.0,34.0,4.0,7.0,0.0,True,Dynamic Pricing,False,0.5368591465026183,12.495907974374504,-7.0,1
User_80,Loc_4,39.0,5.0,406.0,36.0,13.533333333333331,10.0,11.0,False,Dynamic Pricing,False,0.9365702180708392,6.729007036350203,1.0,1
User_81,Loc_5,45.0,1.0,137.0,23.0,4.566666666666666,11.0,1.0,False,Dynamic Pricing,False,0.3083521216761987,4.224165171759033,-10.0,0
User_82,Loc_1,57.0,3.0,375.0,45.0,12.5,0.0,3.0,False,Flat Rate,False,0.8695411688592183,6.263641014072703,3.0,1
User_83,Loc_5,66.0,5.0,256.0,48.0,8.533333333333333,9.0,16.0,True,Flat Rate,True,0.7640955865788793,17.68697836994819,7.0,1
User_84,Loc_5,24.0,3.0,278.0,25.0,9.266666666666667,1.0,3.0,True,Flat Rate,True,0.2478124429069068,32.96995954609244,2.0,0
User_85,Loc_1,18.0,1.0,231.0,31.0,7.7,7.0,10.0,False,Dynamic Pricing,True,0.0363407483162424,14.004658225822098,3.0,0
User_86,Loc_1,49.0,1.0,410.0,30.0,13.666666666666666,0.0,3.0,False,Flat Rate,False,0.1018472651423827,4.905586099487347,3.0,0
User_87,Loc_1,30.0,5.0,447.0,30.0,14.9,14.0,0.0,False,Dynamic Pricing,False,0.7284939338474402,8.968156820318658,-14.0,1
User_88,Loc_1,47.0,1.0,127.0,17.0,4.233333333333333,11.0,6.0,True,Dynamic Pricing,True,0.1996697380406467,20.99400020094378,-5.0,0
User_89,Loc_4,40.0,4.0,359.0,25.0,11.966666666666669,7.0,17.0,False,Flat Rate,True,0.3712709205053938,20.865457830134105,10.0,0
User_90,Loc_3,68.0,2.0,175.0,40.0,5.833333333333333,7.0,8.0,False,Dynamic Pricing,False,0.5016991660064248,19.424398237709887,1.0,1
User_91,Loc_3,36.0,5.0,166.0,19.0,5.533333333333333,1.0,2.0,False,Dynamic Pricing,True,0.7254681684501628,15.37167336651716,1.0,1
User_92,Loc_1,49.0,3.0,441.0,41.0,14.7,3.0,7.0,True,Dynamic Pricing,True,0.1132312232591253,32.18079583326729,4.0,0
User_93,Loc_3,47.0,4.0,293.0,43.0,9.766666666666667,5.0,18.0,False,Dynamic Pricing,False,0.4063664052774615,11.31726147119239,13.0,0
User_94,Loc_3,46.0,5.0,261.0,18.0,8.7,11.0,3.0,False,Dynamic Pricing,True,0.4850729091426954,13.170189369104902,-8.0,0
User_95,Loc_1,66.0,1.0,446.0,26.0,14.866666666666667,10.0,17.0,True,Dynamic Pricing,False,0.5408270639715397,13.812454841626831,7.0,1
User_96,Loc_3,62.0,1.0,460.0,20.0,15.333333333333334,8.0,19.0,True,Flat Rate,True,0.8183606413952167,15.472706049398466,11.0,1
User_97,Loc_5,46.0,1.0,356.0,41.0,11.866666666666667,14.0,10.0,False,Dynamic Pricing,False,0.1716781950432169,13.01213046504207,-4.0,0
User_98,Loc_2,47.0,1.0,171.0,19.0,5.7,7.0,13.0,True,Dynamic Pricing,False,0.8078314518266223,17.7937482514333,6.0,1
User_99,Loc_2,33.0,3.0,186.0,31.0,6.2,11.0,17.0,False,Dynamic Pricing,False,0.6928784276966522,8.808691413120922,6.0,1
User_100,Loc_1,57.0,4.0,361.0,26.0,12.033333333333331,14.0,15.0,True,Dynamic Pricing,False,0.5558708141989593,18.023552464347112,1.0,1
User_101,Loc_4,36.0,2.0,313.0,13.0,10.433333333333334,7.0,2.0,True,Flat Rate,False,0.6995278704025719,15.013380285633096,-5.0,1
User_102,Loc_1,35.0,3.0,252.0,34.0,8.4,6.0,14.0,False,Flat Rate,True,0.4120177389516564,21.514294842033664,8.0,0
User_103,Loc_4,18.0,3.0,309.0,30.0,10.3,13.0,3.0,False,Dynamic Pricing,True,0.1383975859681245,19.279378201755677,-10.0,0
User_104,Loc_2,31.0,2.0,160.0,46.0,5.333333333333333,12.0,4.0,False,Dynamic Pricing,True,0.6657652402653673,11.85961464906373,-8.0,1
User_105,Loc_1,68.0,2.0,367.0,47.0,12.233333333333333,8.0,16.0,True,Dynamic Pricing,False,0.5246723066856223,19.671945994775484,8.0,1
User_106,Loc_5,64.0,1.0,361.0,10.0,12.033333333333331,14.0,6.0,False,Flat Rate,True,0.6393748005427755,21.238954780666617,-8.0,1
User_107,Loc_3,67.0,3.0,317.0,34.0,10.566666666666666,1.0,15.0,False,Flat Rate,False,0.33799878102849,0.8769370499325979,14.0,0
User_108,Loc_4,19.0,5.0,382.0,45.0,12.733333333333333,2.0,13.0,False,Flat Rate,False,0.906866577339836,6.532438114960176,11.0,1
User_109,Loc_3,45.0,2.0,235.0,26.0,7.833333333333333,9.0,15.0,False,Flat Rate,True,0.5873698685755769,22.036528197107405,6.0,1
User_110,Loc_3,66.0,2.0,479.0,33.0,15.966666666666669,7.0,6.0,False,Dynamic Pricing,False,0.0854024842908738,1.126665555984796,-1.0,0
User_111,Loc_1,67.0,4.0,461.0,11.0,15.366666666666667,13.0,8.0,True,Flat Rate,True,0.4498039907044286,11.520278986252103,-5.0,0
User_112,Loc_3,47.0,5.0,192.0,49.0,6.4,5.0,3.0,False,Flat Rate,False,0.7563560547436343,9.000484790556051,-2.0,1
User_113,Loc_5,55.0,5.0,208.0,24.0,6.933333333333334,9.0,10.0,False,Dynamic Pricing,False,0.7941345617322724,6.6538035938534,1.0,1
User_114,Loc_3,68.0,2.0,340.0,41.0,11.333333333333334,8.0,1.0,True,Dynamic Pricing,True,0.4945970527637587,16.520438958568405,-7.0,0
User_115,Loc_1,21.0,1.0,454.0,48.0,15.133333333333333,9.0,11.0,False,Flat Rate,False,0.8947475708313011,5.253866197600104,2.0,1
User_116,Loc_5,18.0,4.0,241.0,15.0,8.033333333333333,3.0,11.0,False,Flat Rate,True,0.2676684371942975,13.65627773168166,8.0,0
User_117,Loc_2,25.0,5.0,390.0,10.0,13.0,7.0,3.0,False,Flat Rate,False,0.4105986972382666,13.782867139606754,-4.0,0
User_118,Loc_3,46.0,2.0,336.0,32.0,11.2,9.0,17.0,False,Flat Rate,True,0.8985969105689701,19.69263003520537,8.0,1
User_119,Loc_1,56.0,5.0,439.0,48.0,14.633333333333333,2.0,6.0,False,Dynamic Pricing,False,0.8962567164715789,4.003084224987337,4.0,1
User_120,Loc_2,20.0,4.0,411.0,26.0,13.7,2.0,0.0,True,Dynamic Pricing,True,0.6857127688246809,18.577825932101923,-2.0,1
User_121,Loc_2,49.0,4.0,276.0,43.0,9.2,7.0,12.0,True,Flat Rate,True,0.8589805471222202,18.973525033085625,5.0,1
User_122,Loc_4,27.0,3.0,240.0,38.0,8.0,4.0,5.0,True,Flat Rate,False,0.0887732669562326,1.444586965449557,1.0,0
User_123,Loc_5,27.0,2.0,288.0,18.0,9.6,2.0,5.0,False,Flat Rate,True,0.8649949762077763,12.076643388097525,3.0,1
User_124,Loc_3,36.0,4.0,148.0,22.0,4.933333333333334,9.0,11.0,True,Flat Rate,False,0.3206199065502267,1.4649120821478023,2.0,0
User_125,Loc_1,63.0,3.0,401.0,15.0,13.366666666666667,10.0,7.0,False,Flat Rate,False,0.1783315124282163,16.246346654282377,-3.0,0
User_126,Loc_4,51.0,3.0,468.0,15.0,15.6,0.0,18.0,False,Dynamic Pricing,True,0.2393698363420463,23.7628180575849,18.0,0
User_127,Loc_5,50.0,5.0,289.0,29.0,9.633333333333333,14.0,4.0,False,Dynamic Pricing,True,0.4179685080138871,24.55537586351304,-10.0,0
User_128,Loc_4,40.0,5.0,235.0,12.0,7.833333333333333,2.0,17.0,True,Dynamic Pricing,True,0.2511920046044672,24.69820008556085,15.0,0
User_129,Loc_5,45.0,3.0,142.0,26.0,4.733333333333333,11.0,4.0,True,Flat Rate,True,0.320567586016499,20.423063698215437,-7.0,0
User_130,Loc_5,49.0,5.0,479.0,21.0,15.966666666666669,8.0,9.0,True,Flat Rate,True,0.1349784860716421,16.0973545362188,1.0,0
User_131,Loc_3,67.0,4.0,452.0,10.0,15.066666666666666,4.0,0.0,False,Dynamic Pricing,False,0.2961767655589985,12.8455632701423,-4.0,0
User_132,Loc_5,24.0,1.0,189.0,26.0,6.3,11.0,9.0,True,Dynamic Pricing,True,0.5722838145420012,10.104468124073705,-2.0,1
User_133,Loc_4,46.0,4.0,394.0,12.0,13.133333333333333,9.0,4.0,False,Flat Rate,False,0.4418537080910639,12.429288453135692,-5.0,0
User_134,Loc_5,25.0,3.0,440.0,35.0,14.666666666666666,14.0,11.0,True,Dynamic Pricing,True,0.3467187612359111,20.91367561346596,-3.0,0
User_135,Loc_3,18.0,3.0,344.0,24.0,11.466666666666669,1.0,6.0,True,Flat Rate,True,0.746452128857114,19.986930233561736,5.0,1
User_136,Loc_3,20.0,4.0,291.0,45.0,9.7,6.0,8.0,False,Flat Rate,True,0.8935099713933179,17.69196378465474,2.0,1
User_137,Loc_4,41.0,5.0,417.0,41.0,13.9,14.0,11.0,False,Dynamic Pricing,False,0.756789222902397,5.548534696019583,-3.0,1
User_138,Loc_2,40.0,5.0,205.0,41.0,6.833333333333333,1.0,0.0,True,Dynamic Pricing,True,0.3320007021176792,24.92635269647049,-1.0,0
User_139,Loc_2,25.0,3.0,462.0,13.0,15.4,3.0,10.0,True,Dynamic Pricing,False,0.7444421678375537,13.856023972598177,7.0,1
User_140,Loc_5,64.0,2.0,409.0,27.0,13.633333333333333,11.0,14.0,True,Flat Rate,False,0.1519801824740512,17.41935199725085,3.0,0
User_141,Loc_1,54.0,5.0,481.0,28.0,16.033333333333335,6.0,1.0,False,Flat Rate,False,0.1303179880912909,6.846681649219814,-5.0,0
User_142,Loc_5,20.0,4.0,332.0,44.0,11.066666666666666,3.0,19.0,False,Dynamic Pricing,True,0.3456270370361589,29.86715231614565,16.0,0
User_143,Loc_4,68.0,5.0,364.0,49.0,12.133333333333333,6.0,6.0,True,Flat Rate,False,0.807702369044057,11.22711648378676,0.0,1
User_144,Loc_4,50.0,4.0,443.0,23.0,14.766666666666667,6.0,11.0,True,Flat Rate,True,0.2463482472423018,27.633225358613764,5.0,0
User_145,Loc_4,45.0,3.0,136.0,42.0,4.533333333333333,0.0,17.0,False,Flat Rate,False,0.0632534088986795,10.556242165912415,17.0,0
User_146,Loc_4,64.0,5.0,404.0,23.0,13.466666666666669,5.0,2.0,True,Dynamic Pricing,True,0.1317095352063551,15.95332825150917,-3.0,0
User_147,Loc_4,25.0,4.0,140.0,43.0,4.666666666666667,8.0,6.0,False,Flat Rate,False,0.8587449685295802,11.557541628818182,-2.0,1
User_148,Loc_3,51.0,3.0,116.0,13.0,3.8666666666666663,1.0,10.0,False,Dynamic Pricing,True,0.6337832847472876,21.423183354690813,9.0,1
User_149,Loc_2,52.0,2.0,443.0,33.0,14.766666666666667,13.0,17.0,False,Dynamic Pricing,True,0.2532011633699766,31.39314031091168,4.0,0
User_150,Loc_4,49.0,4.0,376.0,38.0,12.533333333333331,2.0,11.0,False,Flat Rate,True,0.5552958253281813,11.808521221029755,9.0,1
User_151,Loc_1,41.0,2.0,406.0,28.0,13.533333333333331,9.0,5.0,False,Dynamic Pricing,False,0.5275796224253504,1.0686920478203432,-4.0,1
User_152,Loc_1,31.0,2.0,158.0,15.0,5.266666666666667,4.0,4.0,False,Flat Rate,False,0.6554359784406613,18.75100674814677,0.0,1
User_153,Loc_1,49.0,1.0,282.0,42.0,9.4,8.0,0.0,True,Dynamic Pricing,True,0.2331875544216163,23.679083000606248,-8.0,0
User_154,Loc_1,63.0,5.0,140.0,49.0,4.666666666666667,3.0,11.0,False,Dynamic Pricing,False,0.8644029871943977,12.298060291338722,8.0,1
User_155,Loc_3,60.0,4.0,138.0,28.0,4.6,0.0,10.0,False,Flat Rate,False,0.3093685620800128,9.648472031894578,10.0,0
User_156,Loc_1,33.0,2.0,496.0,10.0,16.533333333333335,3.0,3.0,True,Dynamic Pricing,False,0.6941316539762369,1.8731490521494896,0.0,1
User_157,Loc_4,21.0,1.0,291.0,14.0,9.7,5.0,17.0,False,Dynamic Pricing,False,0.0161246463722148,15.36178756837333,12.0,0
User_158,Loc_5,69.0,3.0,366.0,36.0,12.2,4.0,3.0,True,Dynamic Pricing,False,0.3726571298941472,14.94449290177174,-1.0,0
User_159,Loc_1,54.0,4.0,246.0,25.0,8.2,13.0,16.0,False,Flat Rate,False,0.3517098179588083,6.23406642985624,3.0,0
User_160,Loc_3,38.0,2.0,494.0,15.0,16.466666666666665,12.0,1.0,True,Flat Rate,False,0.5434844285830145,6.124784904568008,-11.0,1
User_161,Loc_3,31.0,5.0,432.0,49.0,14.4,0.0,1.0,True,Dynamic Pricing,True,0.0727362617771965,23.63741328290113,1.0,0
User_162,Loc_1,48.0,1.0,226.0,22.0,7.533333333333333,3.0,11.0,False,Dynamic Pricing,True,0.7901313737261083,10.72733867922297,8.0,1
User_163,Loc_5,65.0,2.0,145.0,44.0,4.833333333333333,5.0,5.0,False,Dynamic Pricing,False,0.2177808017675685,17.622102967131315,0.0,0
User_164,Loc_1,35.0,5.0,144.0,28.0,4.8,12.0,9.0,False,Flat Rate,True,0.6770378148820102,12.771294547381864,-3.0,1
User_165,Loc_3,24.0,2.0,100.0,21.0,3.333333333333333,14.0,15.0,False,Flat Rate,True,0.8032121232440932,16.980394308116058,1.0,1
User_166,Loc_2,27.0,4.0,267.0,25.0,8.9,9.0,13.0,True,Dynamic Pricing,True,0.5618769562415131,28.909257222683124,4.0,1
User_167,Loc_4,24.0,4.0,207.0,19.0,6.9,9.0,6.0,True,Flat Rate,False,0.7408832067219855,13.56245003073293,-3.0,1
User_168,Loc_3,50.0,4.0,118.0,34.0,3.933333333333333,13.0,18.0,True,Flat Rate,False,0.6618603122150055,8.288596249340731,5.0,1
User_169,Loc_1,40.0,1.0,431.0,29.0,14.366666666666667,3.0,16.0,False,Flat Rate,False,0.3555297971520076,13.790684178108304,13.0,0
User_170,Loc_4,38.0,4.0,171.0,40.0,5.7,14.0,8.0,True,Flat Rate,False,0.8088585390335653,6.879592726327404,-6.0,1
User_171,Loc_1,36.0,5.0,208.0,13.0,6.933333333333334,13.0,12.0,False,Dynamic Pricing,False,0.294701369885528,5.545168326983722,-1.0,0
User_172,Loc_1,65.0,2.0,367.0,32.0,12.233333333333333,8.0,4.0,False,Flat Rate,True,0.5712129177515172,34.212671857313865,-4.0,1
User_173,Loc_2,36.0,3.0,339.0,11.0,11.3,4.0,4.0,True,Flat Rate,False,0.7453977391415395,15.015804623595754,0.0,1
User_174,Loc_4,53.0,5.0,400.0,31.0,13.333333333333334,7.0,9.0,False,Dynamic Pricing,True,0.3789559098125076,21.124186881274436,2.0,0
User_175,Loc_4,46.0,5.0,189.0,46.0,6.3,8.0,9.0,True,Dynamic Pricing,False,0.302767607617425,7.105792864386375,1.0,0
User_176,Loc_2,35.0,4.0,202.0,17.0,6.733333333333333,9.0,6.0,False,Flat Rate,True,0.4593460101728227,8.609552706761699,-3.0,0
User_177,Loc_3,19.0,1.0,349.0,16.0,11.633333333333333,4.0,14.0,True,Flat Rate,False,0.8179634943491536,0.6211375207031122,10.0,1
User_178,Loc_1,18.0,2.0,107.0,23.0,3.566666666666667,5.0,6.0,False,Dynamic Pricing,False,0.9299217631456648,11.083625108975976,1.0,1
User_179,Loc_5,64.0,1.0,252.0,12.0,8.4,0.0,14.0,True,Dynamic Pricing,False,0.5450834128598901,15.240654420781022,14.0,1
